Comments,sentiment,expression
"the unique thing that be a brazilian, soccer or football",0.0,Neutral
Me,0.0,Neutral
بس اني من 2024 و من العراق لو لالي,0.0,Neutral
Waka🎉Waka🎉🎉waka 🎉waka Waving flags 🎉🎉🎉waving flag this time for Africa!!!!!🎉🎉🎉,0.978,Positive
"I love your videos, Shakira, hugs and kisses",0.8934,Positive
0 Finish Z 🇯🇵,0.0,Neutral
2023😁,0.4588,Positive
hi i am from 2024😍,0.4588,Positive
Waka Waka waka,0.0,Neutral
Me❤❤,0.8555,Positive
Menina a sua mãe te deu esse nome mesmo é Shakira 😅,0.3612,Positive
🎉,0.4019,Positive
❤❤❤❤❤,0.9719,Positive
Very nice❤❤❤❤,0.9689,Positive
This song ruled the world for a while,0.0,Neutral
2024??????✨✨✨✨,0.8466,Positive
2023??????😂😂😂😂😂,0.9378,Positive
2023 anyone?,0.0,Neutral
2024 anyone?,0.0,Neutral
2023 anyone 😅😢,-0.1531,Negative
Волшебно!,0.0,Neutral
❤❤,0.8555,Positive
which part of africa is that white lady from?,0.0,Neutral
В первые на ютюбе вижу столько просмотров. Это очень круто,0.0,Neutral
منو يسمعها ب 2023 يثبت حضورة شو اسم الدولة الساكنين بيها ❤🌹🌹🌹❤️,0.6369,Positive
2010 waka waka afica,0.0,Neutral
2026 anyone,0.0,Neutral
2023 anyone ? 😢,-0.4767,Negative
nostalgica em 2023 nosaa quanto tempo,0.0,Neutral
"I don&#39;t know what people were thinking when they made this song but, Seems its funny 😂😂😂",0.9468,Positive
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.9988,Positive
"If you are still listening to this banger in 2023 ,thumbs❤",0.6369,Positive
Aquí me tienen bailando ya no puedo parar,-0.296,Negative
When Shakira said: &quot;Shaminanmaminamayayayawakkkawakkaayaya&quot; I FELT THAT.,0.0,Neutral
"Dear TikTok generations, i feel so bad for you",-0.4388,Negative
"Чёт я не понял, миллиардам зрителей нравятся девушки с твёрдыми голосами и щебечащие парни??.... 😂",0.504,Positive
Any one listening 2023,0.0,Neutral
who is listening in 2023 ?,0.0,Neutral
"Came back here because our Springbok boys are playing tomorrow, good luck Bokke. Do it for Africa, we believe in you🙏🏾💚💛 <a href=""http://www.youtube.com/results?search_query=%23rwc"">#rwc</a> <a href=""http://www.youtube.com/results?search_query=%23springboks"">#springboks</a> <a href=""http://www.youtube.com/results?search_query=%23southafrica"">#southafrica</a> <a href=""http://www.youtube.com/results?search_query=%23africa"">#africa</a>",0.9521,Positive
Who&#39;s here after South Africa defeating Pakistan..🎉😂,0.4588,Positive
I would love for Shakira to make a song for the next World Cup “2026” 🙏 👑,0.6369,Positive
I&#39;m here after South Africa defeating Pakistan 😂,0.0772,Positive
❤,0.6369,Positive
My father hates you,-0.4404,Negative
In that year i was born😮,0.0,Neutral
very nice.,0.4754,Positive
اول سعودية<br>مين اثاني؟,0.0,Neutral
❤❤❤❤❤❤❤❤❤❤❤❤شكر أيلفيو سمتش😊,0.9952,Positive
❤❤❤,0.9274,Positive
Música  bunida,0.0,Neutral
best song ever suposed to have trillions of views❤❤😎😎👊👊👌👌😭😭,0.9768,Positive
2024 after 14years😮😂,0.4404,Positive
For lack of a better world is called war Shaka Zulu,-0.5106,Negative
Hii everyone I&#39;m still watching this 😇,0.5423,Positive
Paid in dollars this arica listen for luck if a better word Shaka zulu,0.7096,Positive
Filed to Israel under atrocities,0.0,Neutral
"Tsamina Tsamina Ehhh, Waka Waka Ehhh, £60 million down the drain, Kai Havertz scores again!",0.0,Neutral
2028 i am here,0.0,Neutral
Messiiiiiiiiiii,0.0,Neutral
Looks like they had fun shooting this. Shakira looking the same at 28 years as she does at 42. Crazy.,0.5267,Positive
❤😢,0.2732,Positive
Go on bokkes 🏈,0.0,Neutral
is for Hawaii,0.0,Neutral
❤❤❤❤❤😂,0.9774,Positive
beautiful and amazing ❤❤😮😮🎉🎉,0.9702,Positive
What,0.0,Neutral
2025 anyone 😁,0.4588,Positive
Reina de los mundiales ⚽ Shakira shakiiiiiiraaaaaaa ♥️♥️♥️,0.9274,Positive
Tag me when this masterpiece hit 4B 👋🏻,0.8432,Positive
"Шакуля ты красивая женщина, давай встретимся не будь дурочкой ты одинокая женщина, я тебе давно предсказывал что твои друзья нашли себе других женщин а ты им не нужна, давай лучше я сделаю тебет массаж чтобы помочь тебе расслабиться ,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
2024 anyonsa,0.0,Neutral
iam from Bangalore Karnataka  after kannada language I love the song from English wow at songwowww,0.8402,Positive
That vibe.......no way you can compare anything with it,0.0,Neutral
nostalgic,0.0,Neutral
Messii,0.0,Neutral
Cup,0.0,Neutral
Ame la mejole biggi biggi mubbo wa A to Z<br>Asi tsu zala mejole biggi biggi mubbo from East to West<br>Bathi waka waka ma eh eh waka waka ma eh eh<br>Tendency suna tsibuye &#39;cause this is Africa...  .... Really fond of this part this song 😄,0.8268,Positive
"Music in the name of grandaddy and grandmommy. LOVE AND RESPECT YOUR GRANDPARENTS for the sake of heaven. This is Technik music in honour of all of them.<br><br><a href=""https://www.youtube.com/watch?v=Os3Std_rfa0&amp;t=2s"">https://www.youtube.com/watch?v=Os3Std_rfa0&amp;t=2s</a>",0.9526,Positive
Yo are dest futdoller🎉,0.4019,Positive
ชอบทีมชาติ  บราชิล  แอฟิกา,0.0,Neutral
2023هل هنالك افضل من هذه الاغنيه❤🎉,0.7845,Positive
What are you gonna be ?,0.0,Neutral
4 days until Halloween!,0.0,Neutral
High song,0.0,Neutral
Still one of the best song of World Cup. Really love the vibe and Shakira&#39;s voice is just wonderful.,0.9245,Positive
You gotta go africa,0.0,Neutral
Best song ever this is now 2023 13 yrs already from 2010,0.6369,Positive
2023-4 anyone😅😂,0.6597,Positive
❤❤❤🎉🎉🎉😊😊😊bună dimineața,0.9896,Positive
Anyone in 2023❤,0.6369,Positive
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣👍🏻,0.9997,Positive
I lo,0.0,Neutral
Okka okka unga akka okka,0.0,Neutral
چه زود گذشت.یادش بخیر ❤,0.6369,Positive
It&#39;s 2023 and I realized the meaning of this song just now. ❤️🥺😌,0.3818,Positive
2023 anyone?,0.0,Neutral
I always listen to this song when i am playing football <br>Im a female football player,0.2023,Positive
Anyone 2025😂❤,0.7964,Positive
"Шакуля не будь дурочкой давай поговорим через видеосвязь,,,,,,,,,,,,,,",0.0,Neutral
Are there any one from 2024😂,0.4404,Positive
Any one watching in 2030😂😂,0.7003,Positive
Any one watching in 2030😂😂,0.7003,Positive
after 13 year still best world cup song,0.6369,Positive
Who is watching in oct 27 2023<br>Gold never turn old<br>                             ~me,0.0,Neutral
Still fantastic,0.5574,Positive
13 лет назад 😮 а сейчас уже 2024,0.0,Neutral
13 years later and this song still ABSOLUTELY BANGS!!!,0.0,Neutral
00000,0.0,Neutral
I love you❤,0.8555,Positive
2023😂,0.4404,Positive
2026 Anyone,0.0,Neutral
"Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>60 million down the drain<br>Kai Havertz scores again",0.0,Neutral
🥰🥰🥰🥰,0.9837,Positive
Es verdad las mujeres no lloran las. Mujeres facturan amén amén así sea y así será y Ka rol g tambn,-0.296,Negative
Hhhhh❤❤,0.8555,Positive
"Great Year 😢<br><br>Glad I still can witnessing this beautiful song of memories, thank you Youtube",0.8452,Positive
What I&#39;d like to know is what does &quot;Waka Waka&quot; mean?,0.3612,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m33s"">0:33</a>",0.0,Neutral
A melhor copa ❤😢 sdd dessa época,0.2732,Positive
I loved this song from the very first time I heard it. I’m sure most of us at some time clearly hear different lyrics and when corrected can still choose to hear the mid heard lyrics or the real things. I’m embarrassed to say I thought she was singing about Vodka Vodka ;),0.8074,Positive
I dont know what she saying but this fire🔥,-0.7734,Negative
Yes,0.4019,Positive
I wasn&#39;t even alive during this but it still manage to get in my timeline,0.2023,Positive
2069 anyone 🤣🤣🤣,0.8625,Positive
2023❤,0.6369,Positive
Is anyone watching in 2026😅😂,0.6597,Positive
It been 13 years since iniesta scored that damn goal,-0.4019,Negative
2023?,0.0,Neutral
"Шакуля давай встретимся и я сделаю тебе массаж всего тела в разных местах,,,,,,",0.0,Neutral
"Anyone from the year 2026, let me know in the comments. I don’t think anyone is from this year.",0.0,Neutral
٢٠٢٣😂👍🏻,0.4404,Positive
বাংলাদেশের কেউ আছেন.. ❤🎉,0.7845,Positive
2032 anyone,0.0,Neutral
You can see lots of legends in this video forever!,0.0,Neutral
2030 and if anyone likes this comment I will comeback here once again to listen this masterpiece 😊<br><br><br>Edit: Thanks for so many likes,0.962,Positive
Alguém de 2024?,0.0,Neutral
First time seeing the real video,0.0,Neutral
Yo recuerdo que era en español el del billón 😢,-0.4767,Negative
"3Bviews wow this song rules<a href=""about:invalid#zCSafez""></a>",0.5859,Positive
Asias no peas,-0.296,Negative
Madre de rey llora en 4 de mañana en paris abandonada inperdonable,0.0,Neutral
10 ahmad 9,0.0,Neutral
I love the song,0.6369,Positive
🤩🤩меня эта песня порождает люблю,0.0,Neutral
2024 Any ?,0.0,Neutral
2023 on ne l&#39;a ☝️☝️☝️,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m11s"">1:11</a> no one knew then how this frame with Pique would end",-0.5106,Negative
2025 anyone??,0.0,Neutral
Tu est belle ❤,0.6369,Positive
2023 anyone 🥳🦦,0.3818,Positive
I really like this song ...🙏🙏👍,0.4201,Positive
I still listening to this song for rugby world cup for south Africa to win nd representing Africa 🎉,0.7579,Positive
2006 :ITALIA CAMPIONE DEL MONDO! Bei tempi!😢,-0.5696,Negative
İCARDİDEN GELEN MAC KİŞİYİZ???,0.0,Neutral
🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩,0.0,Neutral
2024 any hear 🙉💖,0.7506,Positive
People still listen to shkira 🎉❤ 2030 anyone,0.7845,Positive
S,0.0,Neutral
2023.. October 26,0.0,Neutral
I think I&#39;m the one who still listens to this song!,0.0,Neutral
wakawaka aa,0.0,Neutral
2026,0.0,Neutral
Sei Bravissima Shakira a cantare Waka Waka sei Bellissima💕,0.6486,Positive
Best world-cup song soo far,0.6369,Positive
❤😊,0.8807,Positive
Shakira you hit all my childhood memories with this tune🥰 nyc song,0.8074,Positive
Whoever to be shakira upcoming world Cup to sing❤,0.6369,Positive
1000098 anyone,0.0,Neutral
2100 if u hear this song ur a legend,0.0,Neutral
This Time for Africa I Love this song very much I listen in 2022❤❤🥰🥰💜💜💜✨WAKA WAKA✨🔥,0.9916,Positive
2030 anyOne 😂,0.4404,Positive
2100 anyone🥲🥲🥲,0.0,Neutral
Eu achei legal também porque aonde a música foi construída😂,0.5267,Positive
I in 20100,0.0,Neutral
2023!,0.0,Neutral
Noice,0.0,Neutral
😮😮😮😮😮🤨🤨🤨🤨🤨🤨🤨🤨🤔🤔🤔,0.0,Neutral
Anyone here to listen this song 2023 ❤,0.6369,Positive
Wow 😲 the song is 13 years old but its so true that old is gold,0.8452,Positive
"<a href=""https://www.youtube.com/watch?v=YhECbsJJ2qE&amp;list=LL&amp;index=3"">https://www.youtube.com/watch?v=YhECbsJJ2qE&amp;list=LL&amp;index=3</a>",0.0,Neutral
2050 anyone 😂,0.4404,Positive
After long days 😮😮😮 what a vibe this song ❤❤ 2k23 still anyone 😊,0.9371,Positive
Whenever I buy new earphone  I come to check here😂,0.4404,Positive
Dieieeikeodie,0.0,Neutral
India 🇮🇳🇮🇳,0.0,Neutral
Nice song 😊😊❤👍💐💓,0.9818,Positive
2035 anyone😂,0.4404,Positive
2023,0.0,Neutral
Hey ! I am coming from 2079 😅❤🎉😂😊😊,0.9738,Positive
I don&#39;t know the meaning of this song but I&#39;ve been doing vibes for many years😂,0.5927,Positive
Waka waka,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> i am watch this song 2023 😮",0.0,Neutral
I love u mam,0.6369,Positive
"Damn , my very last 3 minutes as a teenager , I don’t know what to say. Oct 25th,2023 @11:57 pm.",-0.4019,Negative
2023-2032,0.0,Neutral
2025 anyone,0.0,Neutral
2099,0.0,Neutral
❤❤❤🎉🎉🎉,0.967,Positive
2098 anyone :D,0.6166,Positive
😍❤️🌸,0.4588,Positive
Who is the player at 1.20 ?,0.0,Neutral
17 goat cr7,0.0,Neutral
2924❤❤🎉🎉,0.93,Positive
Uet hurha yahhh,0.0,Neutral
Hello❤❤❤❤❤,0.9719,Positive
"My son was singing Waka Waka, me I know that song!<br><br>Oct 25 2033",0.0,Neutral
2024 still listening 🙈,0.0,Neutral
3025 anyone? Hello? Is anyone there?,0.0,Neutral
Pelle und diego maradona,0.0,Neutral
Futebol o melhor esporte de todos ❤,0.6369,Positive
❤😂Приятно и волшебно.Эта песня будет со мной до конца жизни!,0.5562,Positive
😂😂😂😂 2023 October,0.891,Positive
hello From 1000 B.C.,0.0,Neutral
all time fvrt song,0.0,Neutral
My Heart is in Pain and painful when Excess forces used against the innocent children and women among other Civilians in Palestine as the international Communities watching over the fence,0.1027,Positive
Henry Arero watching and the Whole World watching,0.0,Neutral
🤨🏳️‍🌈?,0.0,Neutral
Direto isso tem na minha escola lkkk,0.0,Neutral
Direto isso tem na minha escola lkkk,0.0,Neutral
2041 anyone?,0.0,Neutral
Free palstayn 🇵🇸💔,0.6597,Positive
Present 🎉,0.4019,Positive
"After receiving the World Kumasi, Sharika made this song and it turned out great! Also, well done Sharika, thank you very much",0.8398,Positive
People 2024,0.0,Neutral
Pique,-0.2732,Negative
Goat,0.0,Neutral
Anyone from Bangladesh??,0.0,Neutral
2023 October any one,0.0,Neutral
Amazing!!!🎉🎉🎉🎉🎉🎉🎉❤,0.9794,Positive
I hate messi from 2023 bcz Messi support izrail,-0.25,Negative
Afryka😅,0.3612,Positive
Sooo many views,0.0,Neutral
I love you Shakira,0.6369,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m01s"">0:01</a> full <br><br>Waka Waka (Shakira Salute) Lyrics<br>Waka Waka (Shakira Salute) Lyrics<br>WAKA WAKA (Shakira Salute)2011<br><br>Waka Waka DJ&#39;s<br>3 min 23 sec<br>Play Song<br><br>Lyrics<br><br>Oooeeeeeeeeeeeeeeeehh<br><br><br>You&#39;re a good soldier<br><br>Choosing your battles<br><br>Pick yourself up<br><br>And dust yourself off<br><br>Get back in the saddle<br><br><br>You&#39;re on the front line<br><br>Everyone&#39;s watching<br><br>You know it&#39;s serious<br><br>We&#39;re getting closer<br><br>This isn&#39;t over<br><br><br>The pressure&#39;s on<br><br>You feel it<br><br>But you got it all<br><br>Believe it<br><br><br>When you fall get up, oh oh<br><br>If you fall get up, eh eh<br><br>Tsamina mina zangalewa<br><br>&#39;Cause this is Africa<br><br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>Listen to your God<br><br>This is our motto<br><br>Your time to shine<br><br>Don&#39;t wait in line<br><br>Y vamos por todo<br><br><br>People are raising<br><br>Their expectations<br><br>Go on and feed them<br><br>This is your moment<br><br>No hesitation<br><br><br>Today&#39;s your day<br><br>I feel it<br><br>You paved the way<br><br>Believe it<br><br><br>If you get down get up, oh oh<br><br>When you get down get up, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>[Zolani:]<br><br>Ame la mejole biggi biggi mubbo wa A to Z<br><br>Asi tsu zala mejole biggi biggi mubbo from East to West<br><br>Bathi waka waka ma eh eh waka waka ma eh eh<br><br>Tendency suna tsibuye &#39;cause this is Africa...<br><br><br>Tsamina mina, Anawa a a<br><br>Tsamina mina<br><br>Tsamina mina, Anawa a a<br><br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br>Tsamina mina, eh eh<br><br>Waka waka, eh eh<br><br>Tsamina mina zangalewa<br><br>This time for Africa<br><br><br>Django eh eh<br><br>Django eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br><br>Django eh eh<br><br>Django eh eh<br><br>Tsamina mina zangalewa<br><br>Anawa a a<br><br><br>This time for Africa<br><br>This time for Africa<br><br><br>We&#39;re all Africa<br><br>We&#39;re all Africa",0.4404,Positive
2010. People came to listen song. 2024.People come to check views❤,0.6369,Positive
Am here 2023,0.0,Neutral
Am here 2023,0.0,Neutral
Best Singer Ever Shakira 😘 Best Song 💞 Still Listening this song and enjoying a lot,0.9633,Positive
"d cncv nv vnvv<a href=""about:invalid#zCSafez""></a>",0.0,Neutral
GOOD 👍👍👍☺️❤,0.8964,Positive
2026 anyone,0.0,Neutral
We have the same name and the same voice wow❤ don’t want to be a singer because I wanted to be and it is A doctor so if I become a single my parents to be angry at me,0.7184,Positive
Still I don&#39;t know the actual Words of this song <br>BTW ... Favourite and <br>NOSTALGIA ✨,0.3182,Positive
"Cheating scumbag at <a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m11s"">1:11</a>",-0.8316,Negative
Yes 2025,0.4019,Positive
Shakira😮😂 Lmao,0.7783,Positive
❤❤❤❤❤,0.9719,Positive
قوانين انا ماحبها,0.0,Neutral
Very nice song,0.4754,Positive
anyone in 2025??,0.0,Neutral
تتتة ليلبةببمل❤❤😂نل,0.8176,Positive
People who watched this ledgendary video ∞<br>⬇️,0.0,Neutral
이노래는 영원할듯~ 그리고 사키라는 음색도 매력있고 외모도 매력있고 그녀의 댄스도 너무 매력적이다~,0.0,Neutral
best song😍😍,0.8807,Positive
Shhhhh I new the lyrics since I was 3 years old,0.0,Neutral
I’m only 12 and me and my friends still love listening to this song in class,0.8074,Positive
"Tipe, tipe, zangalewa (World Cup! World Cup!)<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>Tipe, tipe, zangalewa (World Cup! World Cup!)<br>You&#39;re a good soldier, choosing your battles<br>Pick yourself up and dust yourself off, get back in the saddle<br>You&#39;re on the frontline, everyone&#39;s watching<br>You know it&#39;s serious, we&#39;re getting closer, this isn&#39;t over<br>The pressure&#39;s on, you feel it<br>But you got it all, believe it<br>When you fall get up, oh, oh<br>And if you fall get up, eh, eh<br>Tsamina mina zangalewa &#39;cause this is Africa<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Listen to your God, this is our motto<br>Your time to shine, don&#39;t wait in line, y vamos por todo<br>People are raising their expectations<br>Go on and feed them, this is your moment, no hesitation<br>Today&#39;s your day, I feel it<br>You paved the way, believe it<br>If you get down get up, oh, oh<br>When you get down get up, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa, anawa-a-a<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Abuyile amajoni pikipiki mama, one A up to Z<br>Bathi susa lamajoni pikipiki mama from East to West<br>Bathi waka waka mah eh, eh<br>Waka waka mah eh, eh<br>Zonk&#39; iZizwe masibuye &#39;cause this is Africa (Africa, Africa...)<br>Tsamina mina, anawa-a-a<br>Tsamina mina<br>Tsamina mina, anawa-a-a<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa anawa-a-a<br>Tsamina mina, eh, eh<br>Waka waka, eh, eh<br>Tsamina mina zangalewa<br>This time for Africa<br>Tango, eh, eh<br>Tango, eh, eh<br>Tsamina mina zangalewa anawa-a-a<br>Tango, eh, eh<br>Tango, eh, eh<br>Tsamina mina zangalewa, anawa-a-a<br>This time for Africa<br>This time for Africa<br>We all Africa (zama qhela)<br>We all Africa (kwela kwela)<br>Zama qhela",0.5673,Positive
Su su 7 Ronaldo,0.0,Neutral
basis kulit item,0.0,Neutral
》,0.0,Neutral
Wii meet you again friend❤,0.8126,Positive
This song is good SIUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU SWE,0.4404,Positive
❤,0.6369,Positive
This time for Africa &quot;Go bokke&quot; 🕺🌍💃,0.0,Neutral
I always come back to this especially now in times of war and all other political insane things happening across the continent we were so happy,-0.2165,Negative
Хотела бы по Русски спеть эту песню 😊,0.7184,Positive
ben ronaldo fanıyım,0.0,Neutral
waka waka eh eh 😂,0.4404,Positive
Save the children of Gaza before it is too late in Palestine,0.4939,Positive
I miss the old days😢,-0.5719,Negative
2wwm. Thought you. OK. 💋💋💋💋💋💓💓💓💓❤❤❤❤💘💘💘💘💘,0.9974,Positive
Wowwww😂 well believe it I didn’t learn this songs lyrics 😅,0.7579,Positive
25 oct who is here?? Please like.,0.6322,Positive
Mau. Parap$_😆😇,0.6705,Positive
"Шакуля не будь дурочкой,  давай встретимся, не нанимай мне клоунов это безполезно, пришли лучше своих подруг и сама приезжай ко мне домой сделаю массаж,,,,,,",0.0,Neutral
Un verdadero himno al fútbol mundial 🙌🏻🥰,0.8074,Positive
2024,0.0,Neutral
Wow,0.5859,Positive
🎉,0.4019,Positive
İngiliz değilim ama yinede dinliyorum,0.0,Neutral
"2010 best  world cup ever , i was 10  years ols ❤⚽️😍",0.9081,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m26s"">0:26</a> there’s a lion dance in the corner<br><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m22s"">1:22</a><br><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m24s"">2:24</a>",0.0,Neutral
Aaj bhi is song ko kon kon sun raha hai like thoko ❤❤❤😊😊😂❤❤,0.9902,Positive
Nice 👍,0.4215,Positive
Melhor copa do mundo e melhor música de todas as copas ❤️❤️❤️,0.0,Neutral
Again 2026😢,-0.4767,Negative
Memories,0.0,Neutral
Lanpand Daini Darbar Warlan ShanKilan ❤loveFamliey Salamk❤,0.6369,Positive
That was an extordinary World Cup,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m11s"">2:11</a> excelente SHAKI Y  voz de la morenita también tiene chispa🎵🎼🎵🎶💃🏼💃🏿🎙️🎙️🎵🎼🎵",0.0,Neutral
It still does,0.0,Neutral
"I love Shakira so much I wish I could meet her love this song, She Wolf, Hips Don&#39;t Lie, and Beautiful Liar",0.918,Positive
"I used to be a fan, but after hearing this masterpiece, I’m a whole air-conditioner",0.8578,Positive
October 2023 and this is still a banger👀🔥🔥🔥,-0.7351,Negative
SUPER,0.5994,Positive
Rest in peace Maradona 🙏🏽 🪦 😌 ☹️ 😔,0.6124,Positive
A melhor música de todos as copas Shakira top 💯<br>❤❤,0.8807,Positive
"Shakira shakira eres tu, len dolen dolen👯‍♂️",0.0,Neutral
The best World Cup ever to exist….,0.6369,Positive
jaime tropppppppppppppppppppppp,0.0,Neutral
Best music world cup,0.6369,Positive
New comment,0.0,Neutral
20210❤,0.6369,Positive
🎉yeee🎉,0.6597,Positive
الان 2024,0.0,Neutral
I&#39;m crying. I had this song in my camp. I love,0.2732,Positive
😮,0.0,Neutral
All legends in one frame🔥🔥❤️,-0.5859,Negative
Whoever hears it will like my comment ❤❤,0.8979,Positive
Even by 2030 i ll be listening this song 😅😅😅😅,0.8402,Positive
Shakira says it&#39;s time for africa then booom!!! G.Pique😂😂😂,0.8617,Positive
12 n here again :),0.4588,Positive
2030 Anyone,0.0,Neutral
Táto pesnička je dobrá ❤❤❤,0.9274,Positive
Very nice ❤❤❤❤,0.9689,Positive
UZB SiLA 🇺🇿,0.0,Neutral
Missing Maradona,-0.296,Negative
🎉🎉👍👍👍👍👍👍👍👍👍🌈🌈🌈🌈🌈🌈🌤️🌤️🌤️🙊🙊🙊🐢🐢🐢🐢🦋🦋🦋🥦🥦🥝🥝🍐🍉🍑🍒🍎🍓,0.6597,Positive
❤️🔥2023 October,0.0,Neutral
❤❤❤,0.9274,Positive
Its 2030 any one here,0.0,Neutral
Eu nem tinha nascido quando postaram esse vídeo,0.0,Neutral
bekle bizi almanya biz geliyoruzzzzzzzzzz TR,0.0,Neutral
música de todas as copas,0.0,Neutral
2025 anyone?😅,0.3612,Positive
Still my favourite ❤<br>❤ from 🇵🇰 <br>Jeay sindh .,0.6369,Positive
13 anos....,0.0,Neutral
❤,0.6369,Positive
Asfaq55,0.0,Neutral
I love this song😄😄,0.9349,Positive
👱🏻‍♀️💋💄👫,0.4215,Positive
Yo soy 🇲🇽,0.0,Neutral
Yo español,0.0,Neutral
No sorry Shakira no inglés? Bye ❤️❤️❤️🥰,0.7447,Positive
THIS OLD SONG OLD MESSI OLD RONALDO,0.0,Neutral
2023.....,0.0,Neutral
Early,0.0,Neutral
❤❤❤❤,0.9571,Positive
"Hola Shakira jsuis de toi et danse sur tes music 💃et cet music et cette pour tout les foot de tout le monde entier 🇺🇸🇧🇷canada ,Denver Danemark,..❤",0.4939,Positive
2026😂,0.4404,Positive
LOOK AT YOU İN FAKE İS İT OVER🙏,-0.5904,Negative
waka waka えーえー,0.0,Neutral
2027 anyone?,0.0,Neutral
Time when football is at peak,0.0,Neutral
2100 anyone ?🥱,0.0,Neutral
Rrhrhrhrht Sanam,0.0,Neutral
Anyone 2023?,0.0,Neutral
I just wanted to sing for her from Africa❤🎉😊😊❤,0.9723,Positive
I dance that on my school is to hard,-0.1027,Negative
That my song,0.0,Neutral
Almost 2024 and it isn&#39;t over,0.0,Neutral
The relevance 😂❤,0.7964,Positive
Essa música passou a ser escultada em todas as nações 😮❤ é muito viciante,0.6369,Positive
mj,0.0,Neutral
Oh no michel telo !! ☺️,0.3365,Positive
AA,0.0,Neutral
@ 2026 eo sunbe i hope 👀✨,0.6369,Positive
Top,0.2023,Positive
This feels gold after tukoh taka ❤❤,0.8555,Positive
"Шакуля нам давно уже пора встретиться не притворяйся дурочкой, ты ведь не глупая женщина?,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
2030 for africa <br>  Moroco <br>Cameroon<br>Nigeria <br>Ghana <br>Algeria <br>Egypt<br>Ivory coast<br>Senegal <br>  <br>Itd our turn again,0.0,Neutral
"It&#39;s 2023, what are u doing here?",0.0,Neutral
How&#39;s this still the best world cup from like 1916 and Knaan&#39;s Freedom,0.8979,Positive
love အိမာန် ပန့်ကြာ ကျပါ အဖရိက ကျွန်တော်နဲ့ ရွှေလိး ကမ္ဘာစျေးရောင်ူပွဲမှာ ဆုံခဲ့ကျပါတဲ့ သူတို့ကိုလဲ ဒိုအားမှာသတိရပါတယ် အဖရိက အမြန်တန်းအတွက် အလ္လာဟ် လက်ခံပေးပါစေး chain အလ္လာဟ် သနားပေးပါအရှင် အဖရိက,0.6369,Positive
This my childhood favorite song I knew the dance too !,0.5093,Positive
"This is my favourite song this is actually, the song for my school concert",0.0,Neutral
Wow nice song 🔥🔥,0.4215,Positive
🚩,0.0,Neutral
2080 ?only neplese people know🙂,0.4033,Positive
2030?,0.0,Neutral
❤❤,0.8555,Positive
